term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"refugees","refuge",176,10000,0.0176,-0.500460014072,1.44031520278
"freedom","freedom",176,10000,0.0176,-0.257223087178,0.37916840027
"students","student",175,10000,0.0175,-0.609712797484,0.363811672641
"ukip","ukip",163,10000,0.0163,,
"tens","ten",157,10000,0.0157,-0.458138851554,-0.194845464853
"french","french",155,10000,0.0155,1.81987570096,-0.134478299609
"germany","germani",155,10000,0.0155,2.16852176001,0.15138146621
"poll","poll",147,10000,0.0147,-0.63881533177,0.330994708392
"pledge","pledg",146,10000,0.0146,-0.578715081162,-0.194113032611
"far-right","far-right",141,10000,0.0141,,
"david","david",136,10000,0.0136,2.28184550425,-0.497394011871
"corbyn","corbyn",130,10000,0.013,,
"wilders","wilder",128,10000,0.0128,,
"united","unit",128,10000,0.0128,-0.242523899518,0.191854948079
"parliament","parliament",124,10000,0.0124,-0.352637501929,1.15157611278
"leaked","leak",122,10000,0.0122,-0.208204058137,-0.707479051575
"merkel","merkel",121,10000,0.0121,,
"ireland","ireland",118,10000,0.0118,2.1013085009,-0.0187769096395
"populist","populist",115,10000,0.0115,-0.72883248017,0.862545930013
"democrats","democrat",113,10000,0.0113,0.343181207215,1.29006807751
"bloc","bloc",112,10000,0.0112,-0.469953753893,0.939844684124
"manifesto","manifesto",111,10000,0.0111,-0.465387438834,0.457203199891
"government's","govern",110,10000,0.011,-0.508906741637,0.491014418386
"visas","visa",110,10000,0.011,-0.464130228454,1.27843495669
"nhs","nhs",109,10000,0.0109,0.863539507856,-0.0359764164096
"supporters","support",109,10000,0.0109,-0.61230678489,0.100632312082
"ban","ban",109,10000,0.0109,-0.597978633144,-0.419058843668
"rhetoric","rhetor",107,10000,0.0107,-0.748997096096,0.791063386889
"crisis","crisi",106,10000,0.0106,-0.590276705253,0.355930561465
"german","german",106,10000,0.0106,2.15068042895,-0.245984175828
"restricting","restrict",105,10000,0.0105,-0.486436532695,-0.676068798042
"terrorism","terror",104,10000,0.0104,-0.458575976638,1.09716195869
"global","global",104,10000,0.0104,-0.215571721806,-0.286205523835
"curbs","curb",104,10000,0.0104,-0.686789479521,-0.284754641203
"donald","donald",100,10000,0.01,1.36839268051,-0.229690803079
"sector","sector",100,10000,0.01,-0.390878425371,0.152902590595
"american","american",100,10000,0.01,1.93312103585,0.106610527071
"lewis","lewi",98,10000,0.0098,2.03947808286,-0.442945261619
"targets","target",95,10000,0.0095,-0.545392439694,-0.651464300542
"macron","macron",95,10000,0.0095,0.258643450471,-0.170990576437
"rudd","rudd",95,10000,0.0095,0.886118121409,0.171357751989
"hammond","hammond",94,10000,0.0094,0.764479925476,-0.393398094674
"checks","check",94,10000,0.0094,-0.477329538644,-0.150589096017
"islam","islam",94,10000,0.0094,1.69545649235,1.02123599634
"independent","independ",93,10000,0.0093,-0.470745805144,-0.224110041833
"brussels","brussel",91,10000,0.0091,0.814232993995,0.0365605625944
"employers","employ",90,10000,0.009,-0.548262932056,0.498789462583
"dutch","dutch",89,10000,0.0089,1.70736568674,-0.0895440699407
"party's","parti",89,10000,0.0089,0.565349631855,0.59712607453
"cabinet","cabinet",88,10000,0.0088,-0.305995803976,0.273804516914
"farage","farag",87,10000,0.0087,,
"stance","stanc",87,10000,0.0087,-0.615925728741,-0.201262742932
"country's","countri",86,10000,0.0086,0.422398139701,0.187567027944
"mps","mps",84,10000,0.0084,0.963306652213,0.213589687873
"commitment","commit",84,10000,0.0084,-0.641785646302,-0.489342532338
"ensure","ensur",82,10000,0.0082,-0.579290617171,-0.569012755858
"marine","marin",82,10000,0.0082,-0.142815161335,-0.197707102002
"crime","crime",81,10000,0.0081,-0.254965654575,0.590139659836
"netherlands","netherland",81,10000,0.0081,1.4017171313,-0.0106529815946
"talks","talk",81,10000,0.0081,-0.672681074134,-0.397309828454
"tax","tax",80,10000,0.008,-0.537053045091,0.439896062604
"chancellor","chancellor",80,10000,0.008,-0.547512793354,0.457066278302
"davis","davi",78,10000,0.0078,2.02642214325,-0.436700558539
"document","document",78,10000,0.0078,-0.418312103716,-0.0537735332719
"education","educ",76,10000,0.0076,-0.384079497762,0.31907935007
"children","children",76,10000,0.0076,-0.437917889628,0.26711491448
"brandon","brandon",76,10000,0.0076,1.76859091336,-0.404773637168
"agreement","agreement",75,10000,0.0075,-0.685237747224,-0.479853105424
"bbc","bbc",74,10000,0.0074,1.99346905496,0.221172078987
"arrivals","arriv",74,10000,0.0074,-0.283130036127,0.469060572589
"nationalist","nationalist",74,10000,0.0074,-0.393729294264,1.27380120558
"negotiate","negoti",73,10000,0.0073,-0.659690753848,-0.718938239771
"reuters","reuter",73,10000,0.0073,1.17083571929,-0.11160737039
"implement","implement",73,10000,0.0073,-0.644615445678,-0.525206030445
"priority","prioriti",72,10000,0.0072,-0.746765881406,-0.478643464665
"deportation","deport",72,10000,0.0072,-0.612237299435,1.55643368543
"america","america",70,10000,0.007,2.18003061034,0.196384282749
"hostile","hostil",69,10000,0.0069,-0.608645769823,0.088696692608
"undocumented","undocu",69,10000,0.0069,-0.314040046493,1.10250038456
"scotland","scotland",69,10000,0.0069,1.7834652156,-0.108933373986
"deliver","deliv",69,10000,0.0069,-0.517953895726,-0.781648293423
"exit","exit",69,10000,0.0069,-0.442612414319,-0.427994677609
"blair","blair",69,10000,0.0069,1.37390968183,-0.061490810899
"afd","afd",68,10000,0.0068,,
"media","media",67,10000,0.0067,-0.260927629653,-0.130883109064
"amber","amber",66,10000,0.0066,0.334658009625,-0.223873611499
"scottish","scottish",65,10000,0.0065,1.40342948721,0.0943982166112
"focused","focus",65,10000,0.0065,-0.64404662724,-0.814614149839
"northern","northern",64,10000,0.0064,-0.333377711061,-0.103473532529
"irish","irish",63,10000,0.0063,1.70233037234,0.134548091711
"100,000","100,000",63,10000,0.0063,,
"prioritise","prioritis",63,10000,0.0063,,
"asylum","asylum",62,10000,0.0062,-0.397971221748,1.77923704197
"non-eu","non-eu",62,10000,0.0062,,
"england","england",60,10000,0.006,2.38241852761,0.0717317467967
"recruit","recruit",60,10000,0.006,-0.382056284512,-0.414141952173
"values","valu",60,10000,0.006,-0.424756785168,0.0968001799793
"victory","victori",59,10000,0.0059,-0.743321940379,-0.24513512685
"britons","briton",58,10000,0.0058,,
"guardian","guardian",58,10000,0.0058,-0.0877365060018,0.01598155186
"detention","detent",57,10000,0.0057,-0.604426543938,0.844500457402
"philip","philip",57,10000,0.0057,1.10703416454,-0.327285354569
"jeremy","jeremi",56,10000,0.0056,1.59346438392,-0.277662158637
"year's","year",56,10000,0.0056,-0.434024459312,-0.329734208544
"eastern","eastern",54,10000,0.0054,-0.196677861189,-0.00408445591014
"shortages","shortag",54,10000,0.0054,-0.792035153583,0.0352090911911
"radical","radic",54,10000,0.0054,-0.512704639765,0.244112351798
"welfare","welfar",53,10000,0.0053,-0.327609759726,0.827340107451
"agenda","agenda",53,10000,0.0053,-0.656605073274,0.300384820416
"right-wing","right-w",52,10000,0.0052,0.0385505396217,0.932021847421
"mp","mp",52,10000,0.0052,1.6172812397,0.148617670677
"crackdown","crackdown",52,10000,0.0052,-0.70713253248,-0.0837407367613
"cameron","cameron",52,10000,0.0052,1.38239822278,-0.0350844770434
"populism","popul",52,10000,0.0052,-0.379232531678,1.15874075272
"divisive","divis",52,10000,0.0052,-0.885748775332,0.601307166016
"johnson","johnson",51,10000,0.0051,2.12553272811,-0.342881402878
"slash","slash",50,10000,0.005,-0.318496019485,-0.702817212845
"favour","favour",50,10000,0.005,,
"rutte","rutt",49,10000,0.0049,,
"australia","australia",49,10000,0.0049,2.40668047608,-0.0975977843827
"calling","call",49,10000,0.0049,-0.192499062766,-0.554307992537
"presidential","presidenti",49,10000,0.0049,-0.51189969935,0.694465044472
"labour's","labour",49,10000,0.0049,,
"racist","racist",48,10000,0.0048,0.0352540799022,0.795473215332
"citizenship","citizenship",48,10000,0.0048,-0.563993887277,1.50200568672
"climate","climat",48,10000,0.0048,-0.375163208573,0.244960037094
"agriculture","agricultur",48,10000,0.0048,-0.411923609921,0.445301740467
"pro-immigration","pro-immigr",48,10000,0.0048,,
"arguing","argu",48,10000,0.0048,-0.570004752712,-0.381407598535
"michael","michael",48,10000,0.0048,2.44671856814,-0.415737233585
"impose","impos",47,10000,0.0047,-0.634629503162,-0.498898625976
"terrorist","terrorist",47,10000,0.0047,-0.358047360025,0.8258207123
"coalition","coalit",47,10000,0.0047,-0.742607158729,0.599503979851
"anti-eu","anti-eu",47,10000,0.0047,,
"facebook","facebook",47,10000,0.0047,0.872362120748,0.0619946812952
"commons","common",46,10000,0.0046,0.0220822590531,-0.022790688921
"mainstream","mainstream",46,10000,0.0046,-0.204934840379,0.136596775723
"families","famili",45,10000,0.0045,-0.603006000871,0.285043606457
"warns","warn",45,10000,0.0045,-0.418821903108,-0.761678590378
"presidency","presid",45,10000,0.0045,-0.589643877845,1.04851007591
"deals","deal",44,10000,0.0044,-0.305826933408,-0.434100593177
"centre","centr",44,10000,0.0044,,
"racism","racism",44,10000,0.0044,-0.241816535997,0.985333606245
"withdrawal","withdraw",44,10000,0.0044,-0.537500968175,-0.156137311084
"miller","miller",44,10000,0.0044,1.13428366169,-0.170131974437
"nigel","nigel",44,10000,0.0044,1.15840928241,-0.225457786914
"western","western",44,10000,0.0044,-0.183753547615,-0.00799811662073
"uncontrolled","uncontrol",44,10000,0.0044,-0.301738787449,0.0550277864533
"euro","euro",43,10000,0.0043,0.0676303683049,0.545697828151
"refusing","refus",43,10000,0.0043,-0.467802285288,-0.383607652664
"options","option",42,10000,0.0042,-0.340604269026,-0.545306136623
"photo","photo",42,10000,0.0042,-0.0307975734901,-0.345974484968
"passport","passport",42,10000,0.0042,-0.337295091902,0.955817380652
"funding","fund",42,10000,0.0042,-0.617652462192,-0.0908468278857
"sir","sir",42,10000,0.0042,0.670408204406,-0.113800397733
"uncertainty","uncertainti",42,10000,0.0042,-0.767830991419,-0.13831170331
"foreigners","foreign",41,10000,0.0041,-0.30721176622,0.964124632694
"cooper","cooper",41,10000,0.0041,1.12761597507,-0.427252747828
"anti-muslim","anti-muslim",41,10000,0.0041,,
"sustainable","sustain",41,10000,0.0041,-0.426967564178,-0.15425271836
"retain","retain",41,10000,0.0041,-0.571433389743,-0.770735465186
"electoral","elector",41,10000,0.0041,-0.517910694314,1.3749547411
"challenges","challeng",41,10000,0.0041,-0.781695341885,-0.242684930144
"residency","resid",40,10000,0.004,-0.659007086121,0.663495752042
"troublesome","troublesom",40,10000,0.004,-0.511045989646,-0.511635022712
"fox","fox",40,10000,0.004,0.402799264183,-0.109642396987
"quit","quit",40,10000,0.004,-0.342024736269,-0.552602706225
"lord","lord",39,10000,0.0039,0.628542153925,-0.0526705852562
"contribution","contribut",39,10000,0.0039,-0.412302626736,-0.292369368505
"integrated","integr",39,10000,0.0039,-0.262091841105,-0.507101470371
"introduce","introduc",38,10000,0.0038,-0.570539701199,-0.868891870282
"undermine","undermin",38,10000,0.0038,-0.818239262474,-0.359676112822
"industries","industri",38,10000,0.0038,-0.410276559921,0.0327349324944
"unemployment","unemploy",38,10000,0.0038,-0.683524896355,1.36304050728
"institute","institut",38,10000,0.0038,-0.489805501737,-0.052487203627
"workforce","workforc",37,10000,0.0037,-0.466869702681,0.393769927907
"shadow","shadow",37,10000,0.0037,-0.297622355545,-0.360687233317
"opinion","opinion",37,10000,0.0037,-0.219658161027,-0.0955431811606
"indian","indian",37,10000,0.0037,1.93008674346,0.0900104756425
"jurisdiction","jurisdict",37,10000,0.0037,-0.543647401722,0.108992764256
"labor","labor",37,10000,0.0037,-0.396889870745,0.465588273104
"guarantee","guarante",36,10000,0.0036,-0.445010561474,-0.511772941384
"elite","elit",36,10000,0.0036,-0.335741474871,-0.0721854206544
"native","nativ",36,10000,0.0036,-0.304982001616,-0.0733781513937
"reject","reject",36,10000,0.0036,-0.625533824811,-0.415691147774
"geert","geert",36,10000,0.0036,,
"spokesman","spokesman",35,10000,0.0035,-1.02650495837,-0.53969646381
"hospitals","hospit",35,10000,0.0035,-0.487097054537,0.158340063345
"people's","peopl",35,10000,0.0035,0.163022277298,0.684354766891
"tighten","tighten",35,10000,0.0035,-0.687278004537,-0.519334215882
"davidson","davidson",35,10000,0.0035,0.656062767435,-0.193701943812
"vowed","vow",35,10000,0.0035,-0.710100786763,-0.532597609855
"relies","reli",35,10000,0.0035,-0.53792465015,-0.859722189643
"fueled","fuel",35,10000,0.0035,-0.390802088794,-0.762526506429
"diverse","divers",35,10000,0.0035,-0.531874280691,-0.27109998695
"linked","link",34,10000,0.0034,-0.408621908984,-0.874682363861
"outlined","outlin",34,10000,0.0034,-0.768633283745,-0.667436209519
"welcoming","welcom",34,10000,0.0034,-0.552436014476,-0.272095781832
"russia","russia",34,10000,0.0034,2.02108084656,0.164742387285
"advocated","advoc",34,10000,0.0034,-0.75831367752,-0.395713778579
"tony","toni",34,10000,0.0034,0.519656805076,-0.355102670315
"angela","angela",34,10000,0.0034,1.24519844485,-0.269661783823
"failing","fail",34,10000,0.0034,-0.512265092524,-0.445218376845
"predicted","predict",33,10000,0.0033,-0.62583133672,-0.677043585451
"photograph","photograph",33,10000,0.0033,-0.256970457363,-0.220794340108
"politically","polit",33,10000,0.0033,-0.831143606646,0.732732879514
"repeal","repeal",33,10000,0.0033,-0.65022234217,0.262751969361
"poland","poland",33,10000,0.0033,1.22655773901,0.111194241029
"embrace","embrac",33,10000,0.0033,-0.638464290407,-0.546408387518
"turkey","turkey",33,10000,0.0033,0.11992963955,-0.130187054427
"branded","brand",33,10000,0.0033,-0.170659068465,-0.725713333606
"university","univers",33,10000,0.0033,-0.384830864642,0.192871054122
"transitional","transit",33,10000,0.0033,-0.528947263344,-0.00524618358502
"damaging","damag",33,10000,0.0033,-0.435429541787,-0.546202623257
"anti-islam","anti-islam",32,10000,0.0032,,
"surge","surg",32,10000,0.0032,-0.514547337955,-0.449244687068
"abuse","abus",32,10000,0.0032,-0.318258002361,0.169855887642
"significantly","signific",32,10000,0.0032,-0.407465857671,-0.558701575348
"celebrating","celebr",32,10000,0.0032,-0.440855866994,-0.579513273737
"allegedly","alleg",32,10000,0.0032,-0.393812254827,-0.415606238766
"healthcare","healthcar",32,10000,0.0032,-0.232932998948,0.188404518611
"hardline","hardlin",32,10000,0.0032,-0.641270870983,0.588869959283
"concessions","concess",32,10000,0.0032,-0.852476653861,0.0431773605734
"repeatedly","repeat",32,10000,0.0032,-0.716601469351,-0.479536744206
"philipps","philipp",32,10000,0.0032,,
"tougher","tougher",32,10000,0.0032,-0.812013811487,-0.422461431891
"lawmakers","lawmak",32,10000,0.0032,-0.93768734374,0.405243889417
"nuttall","nuttal",32,10000,0.0032,,
"low-skilled","low-skil",32,10000,0.0032,,
"english","english",32,10000,0.0032,1.72509507136,0.183565690776
"5,000","5,000",32,10000,0.0032,,
"influx","influx",32,10000,0.0032,-0.585052884747,0.0585119203191
"criminal","crimin",32,10000,0.0032,-0.501578753889,0.367010392105
"departure","departur",31,10000,0.0031,-0.582533782165,-0.383973715543
"wider","wider",31,10000,0.0031,-0.439063083846,-0.362472751075
"tweeted","tweet",31,10000,0.0031,0.53219420521,-0.598978251295
"insistence","insist",31,10000,0.0031,-0.623707611539,-0.345100849293
"tackle","tackl",31,10000,0.0031,-0.512553022981,-0.377552042435
"restore","restor",31,10000,0.0031,-0.470356545183,-0.798916635319
"globalisation","globalis",31,10000,0.0031,,
"unskilled","unskil",31,10000,0.0031,-0.0529425271754,0.672522230011
"gaps","gap",30,10000,0.003,-0.489951835622,-0.303026485638
"adopt","adopt",30,10000,0.003,-0.476770186832,-0.452947743
"emigration","emigr",30,10000,0.003,-0.082462826429,1.51507791859
"parliamentary","parliamentari",30,10000,0.003,-0.448490408225,1.07349930151
"multiculturalism","multicultur",30,10000,0.003,0.0277942221076,1.43360369215
"bloody","bloodi",30,10000,0.003,0.0197846916949,0.0553727101218
"hungary","hungari",30,10000,0.003,0.679561125182,-0.18046347331
"praised","prais",30,10000,0.003,-0.955749820165,-0.924011743619
"fundamental","fundament",30,10000,0.003,-0.47839238088,-0.0475754915256
"rally","ralli",30,10000,0.003,-0.593678122459,-0.0137929552662
"ties","tie",30,10000,0.003,-0.585634181895,-0.177166384253
"airport","airport",30,10000,0.003,-0.440513912476,0.220224453694
"boost","boost",30,10000,0.003,-0.647985056861,-0.92604269794
"resentment","resent",30,10000,0.003,-0.631162137137,0.526969877623
"hire","hire",30,10000,0.003,-0.286374017236,-0.538211722863
"regain","regain",30,10000,0.003,-0.671809746598,-0.754114140041
"protecting","protect",29,10000,0.0029,-0.431664118173,-0.60123652002
"economists","economist",29,10000,0.0029,-0.574052564807,0.844140953268
"defence","defenc",29,10000,0.0029,,
"republican","republican",29,10000,0.0029,0.482568954504,0.988730097253
"slamming","slam",29,10000,0.0029,-0.322801182438,-0.513600609224
"exploit","exploit",29,10000,0.0029,-0.276221938499,-0.607939741949
"obsession","obsess",29,10000,0.0029,-0.219815530623,-0.160006642528
"claiming","claim",29,10000,0.0029,-0.287375062119,-0.524214737468
"progressive","progress",29,10000,0.0029,-0.211733326197,0.179534468116
"abbott","abbott",29,10000,0.0029,0.796351542812,-0.328378709496
"imported","import",29,10000,0.0029,-0.211659301728,0.00166428230051
"tighter","tighter",29,10000,0.0029,-0.552843967429,-0.4213316371
"promoting","promot",29,10000,0.0029,-0.408364402792,-0.703305251714
"politician","politician",29,10000,0.0029,-0.404185247793,0.894133630195
"canada","canada",29,10000,0.0029,2.29920152908,-0.157730808177
"mosques","mosqu",29,10000,0.0029,-0.145800092037,0.84137367954
"polish","polish",28,10000,0.0028,-0.0023337996919,-0.612968409981
"pro-brexit","pro-brexit",28,10000,0.0028,,
"false","fals",28,10000,0.0028,-0.463159818913,0.0130159845386
"african","african",28,10000,0.0028,1.91879024301,0.264993278003
"manchester","manchest",28,10000,0.0028,1.73241832822,-0.290862115316
"pictured","pictur",28,10000,0.0028,-0.0464958778168,-0.611176887245
"tank","tank",28,10000,0.0028,-0.263957759538,-0.0286554834308
"topics","topic",28,10000,0.0028,-0.366458293415,-0.364327335329
"reassure","reassur",28,10000,0.0028,-0.808750649492,-0.513012220048
"nurses","nurs",28,10000,0.0028,-0.398965447595,0.348408582877
"barriers","barrier",28,10000,0.0028,-0.456577556165,-0.0435515122042
"recognise","recognis",28,10000,0.0028,,
"backlash","backlash",28,10000,0.0028,-0.804802344084,-0.0626454179777
"seekers","seeker",27,10000,0.0027,-0.00102581449355,0.0778337302807
"emmanuel","emmanuel",27,10000,0.0027,,
"realise","realis",27,10000,0.0027,,
"college","colleg",27,10000,0.0027,-0.254205755104,0.12211613387
"highlighted","highlight",27,10000,0.0027,-0.596943643978,-0.729306315951
"protesters","protest",27,10000,0.0027,-0.515429864311,0.496963794594
"boris","bori",27,10000,0.0027,0.602313827794,-0.281582537212
"turkish","turkish",27,10000,0.0027,1.20041236115,0.0312679959478
"paul","paul",27,10000,0.0027,2.27498402509,0.0443009803779
"exempt","exempt",27,10000,0.0027,-0.605292921793,-0.450414498451
"ethnic","ethnic",27,10000,0.0027,-0.307549352022,0.906380395105
"accidentally","accident",27,10000,0.0027,-0.128322289728,-0.598042848984
"drastically","drastic",27,10000,0.0027,-0.445361548459,-0.50052851804
"anti","anti",26,10000,0.0026,-0.26743410289,-0.00458750405611
"defended","defend",26,10000,0.0026,-0.642600549334,-0.844726365385
"getty","getti",26,10000,0.0026,0.335875825743,-0.301398367439
"regulation","regul",26,10000,0.0026,-0.308956827451,-0.329128814742
"suggesting","suggest",26,10000,0.0026,-0.325146703526,-0.528215450403
"minorities","minor",26,10000,0.0026,-0.461590506291,0.872870582357
"mandate","mandat",26,10000,0.0026,-0.618128251636,-0.000704014301873
"pushing","push",26,10000,0.0026,-0.479118597429,-0.66060672054
"responding","respond",26,10000,0.0026,-0.67306289359,-0.645811421079
"administration's","administr",26,10000,0.0026,-0.549862947674,0.466813621073
"aliens","alien",26,10000,0.0026,0.216556382382,0.698922782847
"fisheries","fisheri",26,10000,0.0026,-0.191059673367,0.336057438184
"infrastructure","infrastructur",25,10000,0.0025,-0.512999030354,-0.0839243724621
"judge","judg",25,10000,0.0025,-0.450811838461,-0.0374964741244
"prosperity","prosper",25,10000,0.0025,-0.474527729564,0.69775010894
"martin","martin",25,10000,0.0025,1.71949010554,-0.340407032477
"prejudice","prejudic",25,10000,0.0025,-0.360018140592,0.5580541803
"publish","publish",25,10000,0.0025,-0.395269700288,-0.374158562075
"queen's","queen",25,10000,0.0025,0.514883203903,-0.111839273677
"perceived","perceiv",25,10000,0.0025,-0.467614820696,-0.296761344783
"mexico","mexico",25,10000,0.0025,2.37114280515,0.196138084363
"criticised","criticis",25,10000,0.0025,,
"italy","itali",25,10000,0.0025,2.07302640963,0.118643290277
"leavers","leaver",25,10000,0.0025,-0.125889933404,0.476117257845
"john","john",25,10000,0.0025,1.67978716125,-0.330505709206
"tolerance","toler",25,10000,0.0025,-0.279420446037,0.129808099248
"corporate","corpor",25,10000,0.0025,-0.18115570714,-0.140028502809
"launch","launch",25,10000,0.0025,-0.303420101928,-0.740825623365
"commission","commiss",24,10000,0.0024,-0.527373699824,-0.0536984301379
"frustration","frustrat",24,10000,0.0024,-0.678087530674,-0.203090852414
"programme","programm",24,10000,0.0024,,
"oppose","oppos",24,10000,0.0024,-0.803951133928,-0.234671723428
"currency","currenc",24,10000,0.0024,-0.216604884169,0.687836652642
"clamp","clamp",24,10000,0.0024,-0.55719256492,-0.694828340617
"messages","messag",24,10000,0.0024,-0.450685953985,-0.273764172343
"stinking","stink",24,10000,0.0024,0.400472056197,-0.122109201179
"eurosceptic","euroscept",24,10000,0.0024,-0.147808274173,1.55678405879
"vulnerable","vulner",24,10000,0.0024,-0.523294785562,-0.345788820761
"centrist","centrist",24,10000,0.0024,-0.712455305868,1.14731631961
"studies","studi",24,10000,0.0024,-0.367684055354,-0.130752905271
"feared","fear",24,10000,0.0024,-0.751459829254,-0.47939993192
"seats","seat",24,10000,0.0024,-0.517575950127,0.37293772318
"scapegoat","scapegoat",23,10000,0.0023,-0.565203731737,-0.223903421864
"headline","headlin",23,10000,0.0023,-0.159497762228,-0.0736979852986
"deputy","deputi",23,10000,0.0023,-0.461456836538,-0.140572545426
"proposing","propos",23,10000,0.0023,-0.647308091987,-0.49286263526
"mexican","mexican",23,10000,0.0023,1.9754669574,0.138771801002
"africa","africa",23,10000,0.0023,2.09493771173,0.184022112415
"asian","asian",23,10000,0.0023,1.76916386284,-0.0391702993698
"dismissed","dismiss",23,10000,0.0023,-0.763832704389,-0.55845367709
"peers","peer",23,10000,0.0023,-0.302861047493,-0.285106367654
"jewish","jewish",23,10000,0.0023,1.5526604909,0.534410211848
"eea","eea",23,10000,0.0023,,
"professor","professor",22,10000,0.0022,-0.54446745995,0.0636408966522
"rival","rival",22,10000,0.0022,-0.490004316414,-0.607363957649
"nato","nato",22,10000,0.0022,1.21643212872,0.458070276585
"viscount","viscount",22,10000,0.0022,0.406224464544,-0.00718364661586
"stoked","stoke",22,10000,0.0022,-0.228056856857,-0.663556287656
"removing","remov",22,10000,0.0022,-0.342833654174,-0.631635669391
"pubs","pub",22,10000,0.0022,0.124636447624,0.194003666752
"prioritize","priorit",22,10000,0.0022,-0.60652655885,-0.499931793611
"protectionist","protectionist",22,10000,0.0022,-0.374102731519,1.05080495673
"triggered","trigger",22,10000,0.0022,-0.475593609242,-0.688887310315
"congress","congress",22,10000,0.0022,0.114509193411,0.581778620151
"blamed","blame",22,10000,0.0022,-0.754202136728,-0.845541660162
"travelers","travel",22,10000,0.0022,-0.4768515678,0.521492099139
"split","split",22,10000,0.0022,-0.394003208767,-0.525523772771
"shifted","shift",22,10000,0.0022,-0.615235505505,-0.675560090144
"carswell","carswel",22,10000,0.0022,,
"generated","generat",22,10000,0.0022,-0.351212746,-0.646680742474
"kurz","kurz",22,10000,0.0022,0.362733579102,-0.35213558997
"invest","invest",22,10000,0.0022,-0.544315091926,-0.519138557366
"posed","pose",22,10000,0.0022,-0.523207491978,-0.705051044288
"sanctions","sanction",22,10000,0.0022,-0.766281704287,0.321159242126
"appeals","appeal",21,10000,0.0021,-0.674048728368,-0.0276194138309
"signaled","signal",21,10000,0.0021,-0.834195131311,-0.772088720261
"staying","stay",21,10000,0.0021,-0.421446415684,-0.33743553923
"dreamers","dreamer",21,10000,0.0021,-0.0328127378754,0.104969706851
"liam","liam",21,10000,0.0021,1.256603508,-0.368613026677
"anti-european","anti-european",21,10000,0.0021,,
"bundestag","bundestag",21,10000,0.0021,,
"austria","austria",21,10000,0.0021,0.978928435455,-0.134209467313
"declare","declar",21,10000,0.0021,-0.309560393244,-0.524695825763
"hard-line","hard-lin",21,10000,0.0021,-0.641270870983,0.588869959283
"potentially","potenti",21,10000,0.0021,-0.540579746334,-0.57547295929
"ports","port",21,10000,0.0021,-0.153678127197,0.239235952185
"strict","strict",21,10000,0.0021,-0.526728878796,-0.280790428349
"stirred","stir",21,10000,0.0021,-0.496595197507,-0.619403228968
"keen","keen",21,10000,0.0021,-0.37946132194,-0.582425072119
"voter","voter",21,10000,0.0021,-0.604484282567,1.01005941067
"reforms","reform",21,10000,0.0021,-0.840611269536,0.780194510884
"culturally","cultur",21,10000,0.0021,-0.377230693101,0.465772634966
"twitter","twitter",21,10000,0.0021,0.772302825019,-0.352597038606
"inequality","inequ",21,10000,0.0021,-0.521870287806,1.11635690066
"ecj","ecj",21,10000,0.0021,,
"halt","halt",21,10000,0.0021,-0.573438297639,-0.699038951123
"pa","pa",21,10000,0.0021,1.12753524145,-0.0212178664608
